Object Name,Satellite of,Equatorial Radius [m],<--References,Mean Radius [m],<--References,Mass [kg],<--References,Bulk Density [kg m-3],<--References,Semimajor Axis [m],<--References,Sidereal Rotation Period [s],<--References,Sidereal Orbit Period (Negative Indicates Retrograde) [s],<--References,Inclination (Relative to Primary's Equator)[deg],<--References,Eccentricity,<--References,Axial Tilt [deg],<-- References,Magnitude [mag],Magnitude Band [UBVRI],<--References,Geometric Albedo,<--References,Mean Gravity [m s-2],<--References,Equatorial Gravity [m-2],<--References,Escape Velocity [m s-1],<--References,Perihelion [m],<-- References,Aphelion [m],<-- References,Luminosity [J s-1],<-- References,Orbital Motion [rad s-1],<--References,Beta Parameter [kg m-1 s-2],<-- References,Core Radius [m],<--References,Mantle Thickness [m],<-- References
Hegemone,Jupiter,,,1.500E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",4.496E+13,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.600E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,22.80,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.334E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,5.201E+03,JPR Derived,,,,
Mneme,Jupiter,,,1.000E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.499E+13,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.600E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,23.30,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.000E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,2.600E+03,JPR Derived,,,,
Aoede,Jupiter,,,2.000E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",8.992E+13,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.600E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,22.50,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.500E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,7.801E+03,JPR Derived,,,,
Thelxinoe,Jupiter,,,1.000E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.499E+13,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.600E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,23.50,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.000E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,2.600E+03,JPR Derived,,,,
Arche,Jupiter,,,1.500E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",4.496E+13,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.600E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,22.80,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.334E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,5.201E+03,JPR Derived,,,,
Kallichore,Jupiter,,,1.000E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.499E+13,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.600E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,23.70,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.000E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,2.600E+03,JPR Derived,,,,
Helike,Jupiter,,,2.000E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",8.992E+13,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.600E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,22.60,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.500E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,7.801E+03,JPR Derived,,,,
Carpo,Jupiter,,,1.500E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",4.496E+13,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.600E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,23.00,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.334E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,5.201E+03,JPR Derived,,,,
Eukelade,Jupiter,,,2.000E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",8.992E+13,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.600E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,22.60,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.500E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,7.801E+03,JPR Derived,,,,
Cyllene,Jupiter,,,1.000E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.499E+13,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.600E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,23.20,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.000E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,2.600E+03,JPR Derived,,,,
Kore,Jupiter,,,1.000E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.499E+13,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.600E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,23.60,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.000E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,2.600E+03,JPR Derived,,,,
Herse,Jupiter,,,1.000E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.499E+13,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.600E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,23.40,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.000E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,2.600E+03,JPR Derived,,,,
S_2000_J11,Jupiter,,,1.000E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.499E+13,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.600E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,22.40,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.000E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,2.600E+03,JPR Derived,,,,
S_2003_J2,Jupiter,,,1.000E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.499E+13,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.600E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,23.20,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.000E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,2.600E+03,JPR Derived,,,,
S_2003_J3,Jupiter,,,1.000E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.499E+13,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.600E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,23.40,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.000E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,2.600E+03,JPR Derived,,,,
S_2003_J4,Jupiter,,,1.000E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.499E+13,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.600E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,23.00,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.000E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,2.600E+03,JPR Derived,,,,
S_2003_J5,Jupiter,,,2.000E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",8.992E+13,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.600E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,22.40,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.500E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,7.801E+03,JPR Derived,,,,
S_2003_J9,Jupiter,,,5.000E+02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.499E+12,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.600E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,23.70,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",4.001E-04,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,5.201E+02,JPR Derived,,,,
S_2003_J10,Jupiter,,,1.000E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.499E+13,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.600E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,23.60,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.000E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,2.600E+03,JPR Derived,,,,
S_2003_J12,Jupiter,,,5.000E+02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.499E+12,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.600E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,23.90,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",4.001E-04,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,5.201E+02,JPR Derived,,,,
S_2003_J15,Jupiter,,,1.000E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.499E+13,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.600E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,23.50,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.000E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,2.600E+03,JPR Derived,,,,
S_2003_J16,Jupiter,,,1.000E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.499E+13,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.600E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,23.30,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.000E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,2.600E+03,JPR Derived,,,,
S_2003_J18,Jupiter,,,1.000E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.499E+13,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.600E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,23.40,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.000E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,2.600E+03,JPR Derived,,,,
S_2003_J19,Jupiter,,,1.000E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.499E+13,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.600E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,23.70,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.000E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,2.600E+03,JPR Derived,,,,
S_2003_J23,Jupiter,,,1.000E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.499E+13,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.600E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,23.60,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/jupsatdata.html",1.000E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,2.600E+03,JPR Derived,,,,
S_2010_J1,Jupiter,,,1.000E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Alexandersen, M., Gladman, B., Veillet, C., Jacobson, R., Brozovic, M.,   and Rousselot, P. 2012. ``Discovery of two additional Jovian irregulars'',Astronomical Journal144, 21.",1.499E+13,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.600E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,23.20,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Alexandersen, M., Gladman, B., Veillet, C., Jacobson, R., Brozovic, M.,   and Rousselot, P. 2012. ``Discovery of two additional Jovian irregulars'',Astronomical Journal144, 21.",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Alexandersen, M., Gladman, B., Veillet, C., Jacobson, R., Brozovic, M.,   and Rousselot, P. 2012. ``Discovery of two additional Jovian irregulars'',Astronomical Journal144, 21.",1.000E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,2.600E+03,JPR Derived,,,,
S_2010_J2,Jupiter,,,1.000E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Alexandersen, M., Gladman, B., Veillet, C., Jacobson, R., Brozovic, M.,   and Rousselot, P. 2012. ``Discovery of two additional Jovian irregulars'',Astronomical Journal144, 21.",1.499E+13,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.600E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,24.00,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Alexandersen, M., Gladman, B., Veillet, C., Jacobson, R., Brozovic, M.,   and Rousselot, P. 2012. ``Discovery of two additional Jovian irregulars'',Astronomical Journal144, 21.",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Alexandersen, M., Gladman, B., Veillet, C., Jacobson, R., Brozovic, M.,   and Rousselot, P. 2012. ``Discovery of two additional Jovian irregulars'',Astronomical Journal144, 21.",1.000E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,2.600E+03,JPR Derived,,,,
