Object Name,Satellite of,Equatorial Radius [m],<--References,Mean Radius [m],<--References,Mass [kg],<--References,Bulk Density [kg m-3],<--References,Semimajor Axis [m],<--References,Sidereal Rotation Period [s],<--References,Sidereal Orbit Period (Negative Indicates Retrograde) [s],<--References,Inclination (Relative to Primary's Equator)[deg],<--References,Eccentricity,<--References,Axial Tilt [deg],<-- References,Magnitude [mag],Magnitude Band [UBVRI],<--References,Geometric Albedo,<--References,Mean Gravity [m s-2],<--References,Equatorial Gravity [m-2],<--References,Escape Velocity [m s-1],<--References,Perihelion [m],<-- References,Aphelion [m],<-- References,Luminosity [J s-1],<-- References,Orbital Motion [rad s-1],<--References,Beta Parameter [kg m-1 s-2],<-- References,Core Radius [m],<--References,Mantle Thickness [m],<-- References
Bianca,Uranus,,,2.700E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Showalter, M. R. and Lissauer, J. J. 2006. ``The Second Ring-Moon System  of Uranus: Discovery and Dynamics'',Science311, 973.",9.292E+16,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.300E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,5.917E+07,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),,,3.755E+04,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),0.19,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),0.00,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),,,22.52,V,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Karkoschka, E. 2001a. ``Comprehensive Phometry of the   Rings and 16 Satellites of Uranus with the Hubble Space Telescope'',Icarus151, 51-68.",6.500E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Showalter, M. R. and Lissauer, J. J. 2006. ``The Second Ring-Moon System  of Uranus: Discovery and Dynamics'',Science311, 973.",8.506E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,1.673E-04,,2.986E+05,JPR Derived,,,,
Cressida,Uranus,,,4.100E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Showalter, M. R. and Lissauer, J. J. 2006. ``The Second Ring-Moon System  of Uranus: Discovery and Dynamics'',Science311, 973.",3.432E+17,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.300E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,6.178E+07,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),,,4.005E+04,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),0.01,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),0.00,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),,,21.58,V,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Karkoschka, E. 2001a. ``Comprehensive Phometry of the   Rings and 16 Satellites of Uranus with the Hubble Space Telescope'',Icarus151, 51-68.",6.900E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Showalter, M. R. and Lissauer, J. J. 2006. ``The Second Ring-Moon System  of Uranus: Discovery and Dynamics'',Science311, 973.",1.363E-02,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,1.569E-04,,7.262E+05,JPR Derived,,,,
Desdemona,Uranus,,,3.500E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Showalter, M. R. and Lissauer, J. J. 2006. ``The Second Ring-Moon System  of Uranus: Discovery and Dynamics'',Science311, 973.",1.783E+17,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.300E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,6.268E+07,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),,,4.092E+04,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),0.11,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),0.00,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),,,21.99,V,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Karkoschka, E. 2001a. ``Comprehensive Phometry of the   Rings and 16 Satellites of Uranus with the Hubble Space Telescope'',Icarus151, 51-68.",8.400E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Showalter, M. R. and Lissauer, J. J. 2006. ``The Second Ring-Moon System  of Uranus: Discovery and Dynamics'',Science311, 973.",9.716E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,1.535E-04,,4.421E+05,JPR Derived,,,,
Juliet,Uranus,,,5.300E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Showalter, M. R. and Lissauer, J. J. 2006. ``The Second Ring-Moon System  of Uranus: Discovery and Dynamics'',Science311, 973.",5.575E+17,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.300E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,6.435E+07,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),,,4.260E+04,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),0.07,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),0.00,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),,,21.12,V,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Karkoschka, E. 2001a. ``Comprehensive Phometry of the   Rings and 16 Satellites of Uranus with the Hubble Space Telescope'',Icarus151, 51-68.",7.500E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Showalter, M. R. and Lissauer, J. J. 2006. ``The Second Ring-Moon System  of Uranus: Discovery and Dynamics'',Science311, 973.",1.325E-02,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,1.475E-04,,9.126E+05,JPR Derived,,,,
Portia,Uranus,,,7.000E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Showalter, M. R. and Lissauer, J. J. 2006. ``The Second Ring-Moon System  of Uranus: Discovery and Dynamics'',Science311, 973.",1.682E+18,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.300E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,20.42,V,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Karkoschka, E. 2001a. ``Comprehensive Phometry of the   Rings and 16 Satellites of Uranus with the Hubble Space Telescope'',Icarus151, 51-68.",6.900E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Showalter, M. R. and Lissauer, J. J. 2006. ``The Second Ring-Moon System  of Uranus: Discovery and Dynamics'',Science311, 973.",2.290E-02,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,2.084E+06,JPR Derived,,,,
Rosalind,Uranus,,,3.600E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Showalter, M. R. and Lissauer, J. J. 2006. ``The Second Ring-Moon System  of Uranus: Discovery and Dynamics'',Science311, 973.",2.548E+17,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.300E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,21.79,V,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Karkoschka, E. 2001a. ``Comprehensive Phometry of the   Rings and 16 Satellites of Uranus with the Hubble Space Telescope'',Icarus151, 51-68.",7.200E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Showalter, M. R. and Lissauer, J. J. 2006. ``The Second Ring-Moon System  of Uranus: Discovery and Dynamics'',Science311, 973.",1.312E-02,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,6.140E+05,JPR Derived,,,,
Belinda,Uranus,,,4.500E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Showalter, M. R. and Lissauer, J. J. 2006. ``The Second Ring-Moon System  of Uranus: Discovery and Dynamics'',Science311, 973.",3.567E+17,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.300E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,21.47,V,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Karkoschka, E. 2001a. ``Comprehensive Phometry of the   Rings and 16 Satellites of Uranus with the Hubble Space Telescope'',Icarus151, 51-68.",6.700E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Showalter, M. R. and Lissauer, J. J. 2006. ``The Second Ring-Moon System  of Uranus: Discovery and Dynamics'',Science311, 973.",1.176E-02,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,6.877E+05,JPR Derived,,,,
Puck,Uranus,,,8.100E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Showalter, M. R. and Lissauer, J. J. 2006. ``The Second Ring-Moon System  of Uranus: Discovery and Dynamics'',Science311, 973.",2.894E+18,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.300E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,19.75,V,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Karkoschka, E. 2001a. ``Comprehensive Phometry of the   Rings and 16 Satellites of Uranus with the Hubble Space Telescope'',Icarus151, 51-68.",1.040E-01,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Showalter, M. R. and Lissauer, J. J. 2006. ``The Second Ring-Moon System  of Uranus: Discovery and Dynamics'',Science311, 973.",2.944E-02,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,3.100E+06,JPR Derived,,,,
Caliban,Uranus,,,3.600E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., Kleyna, J. 2005.   ``An Ultradeep Survey for Irregular Satellites of Uranus: Limits to   Completeness'',Astronomical Journal129, 518-525.",2.997E+17,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.500E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,22.40,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., Kleyna, J. 2005.   ``An Ultradeep Survey for Irregular Satellites of Uranus: Limits to   Completeness'',Astronomical Journal129, 518-525.",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., Kleyna, J. 2005.   ``An Ultradeep Survey for Irregular Satellites of Uranus: Limits to   Completeness'',Astronomical Journal129, 518-525.",1.543E-02,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,8.335E+05,JPR Derived,,,,
Sycorax,Uranus,,,7.500E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., Kleyna, J. 2005.   ``An Ultradeep Survey for Irregular Satellites of Uranus: Limits to   Completeness'',Astronomical Journal129, 518-525.",2.698E+18,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.500E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,20.80,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., Kleyna, J. 2005.   ``An Ultradeep Survey for Irregular Satellites of Uranus: Limits to   Completeness'',Astronomical Journal129, 518-525.",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., Kleyna, J. 2005.   ``An Ultradeep Survey for Irregular Satellites of Uranus: Limits to   Completeness'',Astronomical Journal129, 518-525.",3.201E-02,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,3.601E+06,JPR Derived,,,,
Prospero,Uranus,,,2.500E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., Kleyna, J. 2005.   ``An Ultradeep Survey for Irregular Satellites of Uranus: Limits to   Completeness'',Astronomical Journal129, 518-525.",9.891E+16,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.500E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,23.20,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., Kleyna, J. 2005.   ``An Ultradeep Survey for Irregular Satellites of Uranus: Limits to   Completeness'',Astronomical Journal129, 518-525.",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., Kleyna, J. 2005.   ``An Ultradeep Survey for Irregular Satellites of Uranus: Limits to   Completeness'',Astronomical Journal129, 518-525.",1.056E-02,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,3.961E+05,JPR Derived,,,,
Setebos,Uranus,,,2.400E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., Kleyna, J. 2005.   ``An Ultradeep Survey for Irregular Satellites of Uranus: Limits to   Completeness'',Astronomical Journal129, 518-525.",8.692E+16,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.500E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,23.30,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., Kleyna, J. 2005.   ``An Ultradeep Survey for Irregular Satellites of Uranus: Limits to   Completeness'',Astronomical Journal129, 518-525.",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., Kleyna, J. 2005.   ``An Ultradeep Survey for Irregular Satellites of Uranus: Limits to   Completeness'',Astronomical Journal129, 518-525.",1.007E-02,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,3.626E+05,JPR Derived,,,,
Stephano,Uranus,,,1.600E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., Kleyna, J. 2005.   ``An Ultradeep Survey for Irregular Satellites of Uranus: Limits to   Completeness'',Astronomical Journal129, 518-525.",2.548E+16,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.500E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,24.10,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., Kleyna, J. 2005.   ``An Ultradeep Survey for Irregular Satellites of Uranus: Limits to   Completeness'',Astronomical Journal129, 518-525.",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., Kleyna, J. 2005.   ``An Ultradeep Survey for Irregular Satellites of Uranus: Limits to   Completeness'',Astronomical Journal129, 518-525.",6.642E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,1.594E+05,JPR Derived,,,,
Trinculo,Uranus,,,9.000E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., Kleyna, J. 2005.   ``An Ultradeep Survey for Irregular Satellites of Uranus: Limits to   Completeness'',Astronomical Journal129, 518-525.",4.646E+15,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.500E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,25.40,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., Kleyna, J. 2005.   ``An Ultradeep Survey for Irregular Satellites of Uranus: Limits to   Completeness'',Astronomical Journal129, 518-525.",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., Kleyna, J. 2005.   ``An Ultradeep Survey for Irregular Satellites of Uranus: Limits to   Completeness'',Astronomical Journal129, 518-525.",3.828E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,5.168E+04,JPR Derived,,,,
Francisco,Uranus,,,1.100E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., Kleyna, J. 2005.   ``An Ultradeep Survey for Irregular Satellites of Uranus: Limits to   Completeness'',Astronomical Journal129, 518-525.",8.393E+15,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.500E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,25.00,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., Kleyna, J. 2005.   ``An Ultradeep Survey for Irregular Satellites of Uranus: Limits to   Completeness'',Astronomical Journal129, 518-525.",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., Kleyna, J. 2005.   ``An Ultradeep Survey for Irregular Satellites of Uranus: Limits to   Completeness'',Astronomical Journal129, 518-525.",4.629E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,7.638E+04,JPR Derived,,,,
Margaret,Uranus,,,1.000E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., Kleyna, J. 2005.   ``An Ultradeep Survey for Irregular Satellites of Uranus: Limits to   Completeness'',Astronomical Journal129, 518-525.",6.294E+15,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.500E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,25.20,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., Kleyna, J. 2005.   ``An Ultradeep Survey for Irregular Satellites of Uranus: Limits to   Completeness'',Astronomical Journal129, 518-525.",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., Kleyna, J. 2005.   ``An Ultradeep Survey for Irregular Satellites of Uranus: Limits to   Completeness'',Astronomical Journal129, 518-525.",4.201E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,6.301E+04,JPR Derived,,,,
Ferdinand,Uranus,,,1.000E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., Kleyna, J. 2005.   ``An Ultradeep Survey for Irregular Satellites of Uranus: Limits to   Completeness'',Astronomical Journal129, 518-525.",6.294E+15,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.500E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,25.10,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., Kleyna, J. 2005.   ``An Ultradeep Survey for Irregular Satellites of Uranus: Limits to   Completeness'',Astronomical Journal129, 518-525.",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S., Jewitt, D., Kleyna, J. 2005.   ``An Ultradeep Survey for Irregular Satellites of Uranus: Limits to   Completeness'',Astronomical Journal129, 518-525.",4.201E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,6.301E+04,JPR Derived,,,,
Perdita,Uranus,,,1.300E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Showalter, M. R. and Lissauer, J. J. 2006. ``The Second Ring-Moon System  of Uranus: Discovery and Dynamics'',Science311, 973.",1.798E+16,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.300E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,23.60,V,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Karkoschka, E. 2001b. ``Voyager's Eleventh Discovery   of a Satellite of Uranus and Phometry and the First Size Measurements   of Nine Satellites'',Icarus151, 69-77",7.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Showalter, M. R. and Lissauer, J. J. 2006. ``The Second Ring-Moon System  of Uranus: Discovery and Dynamics'',Science311, 973.",7.102E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,1.200E+05,JPR Derived,,,,
Mab,Uranus,,,1.200E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Showalter, M. R. and Lissauer, J. J. 2006. ``The Second Ring-Moon System  of Uranus: Discovery and Dynamics'',Science311, 973.",8.992E+15,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.300E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,24.60,V,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Showalter, M. R. and Lissauer, J. J. 2006. ``The Second Ring-Moon System  of Uranus: Discovery and Dynamics'',Science311, 973.",1.030E-01,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Showalter, M. R. and Lissauer, J. J. 2006. ``The Second Ring-Moon System  of Uranus: Discovery and Dynamics'',Science311, 973.",4.167E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,6.501E+04,JPR Derived,,,,
Cupid,Uranus,,,9.000E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Showalter, M. R. and Lissauer, J. J. 2006. ``The Second Ring-Moon System  of Uranus: Discovery and Dynamics'',Science311, 973.",2.997E+15,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.300E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,25.80,V,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Showalter, M. R. and Lissauer, J. J. 2006. ``The Second Ring-Moon System  of Uranus: Discovery and Dynamics'',Science311, 973.",7.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Showalter, M. R. and Lissauer, J. J. 2006. ``The Second Ring-Moon System  of Uranus: Discovery and Dynamics'',Science311, 973.",2.470E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,2.889E+04,JPR Derived,,,,
Naiad,Neptun,,,3.300E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Karkoschka, E. 2003. ``Sizes, shapes, and albedos of the inner   satellites of Neptune'',Icarus162, 400-407",1.948E+17,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.300E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,4.823E+07,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),,,2.544E+04,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),4.74,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),0.00,http://nssdc.gsfc.nasa.gov/planetary/factsheet/neptuniansatfact.html (Accessed 2-17-15),,,23.91,V,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Karkoschka, E. 2003. ``Sizes, shapes, and albedos of the inner   satellites of Neptune'',Icarus162, 400-407",7.200E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Karkoschka, E. 2003. ``Sizes, shapes, and albedos of the inner   satellites of Neptune'',Icarus162, 400-407",1.194E-02,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,2.470E-04,JPR Derived,5.122E+05,JPR Derived,,,,
